,No,year,month,day,hour,season,PM_Caotangsi,PM_Shahepu,PM_US Post,DEWP,HUMI,PRES,TEMP,cbwd,Iws,precipitation,Iprec,date,city_avg_cn
34234,34235,2013,11,27,10,3,84.0,138.0,,7.0,71.47,1028.0,12.0,cv,2.0,0.0,0.0,2013-11-27,111.0
34235,34236,2013,11,27,11,3,62.0,101.0,,5.0,54.62,1028.0,14.0,cv,3.0,0.0,0.0,2013-11-27,81.5
34236,34237,2013,11,27,12,3,36.0,55.0,,-1.0,35.57,1027.0,14.0,NE,5.0,0.0,0.0,2013-11-27,45.5
34237,34238,2013,11,27,13,3,38.0,62.0,,-4.0,26.69,1026.0,15.0,NE,9.0,0.0,0.0,2013-11-27,50.0
34238,34239,2013,11,27,14,3,38.0,62.0,,-3.0,28.77,1025.0,15.0,NE,13.0,0.0,0.0,2013-11-27,50.0
34239,34240,2013,11,27,15,3,43.0,25.0,,-2.0,30.98,1024.0,15.0,NE,16.0,0.0,0.0,2013-11-27,34.0
34240,34241,2013,11,27,16,3,21.0,20.0,,-1.0,33.35,1025.0,15.0,NE,18.0,0.0,0.0,2013-11-27,20.5
34241,34242,2013,11,27,17,3,20.0,24.0,,-3.0,28.77,1026.0,15.0,NE,20.0,0.0,0.0,2013-11-27,22.0
34242,34243,2013,11,27,18,3,26.0,33.0,,-1.0,37.96,1027.0,13.0,NE,22.0,0.0,0.0,2013-11-27,29.5
34243,34244,2013,11,27,19,3,26.0,33.0,,1.0,46.88,1028.0,12.0,cv,1.0,0.0,0.0,2013-11-27,29.5
34244,34245,2013,11,27,20,3,35.0,44.0,,0.0,38.26,1029.0,14.0,NE,2.0,0.0,0.0,2013-11-27,39.5
34245,34246,2013,11,27,21,3,35.0,44.0,,2.0,50.36,1030.0,12.0,cv,0.0,0.0,0.0,2013-11-27,39.5
34246,34247,2013,11,27,22,3,61.0,51.0,,5.0,66.49,1031.0,11.0,cv,0.0,0.0,0.0,2013-11-27,56.0
34247,34248,2013,11,27,23,3,69.0,52.0,,5.0,71.07,1031.0,10.0,cv,0.0,0.0,0.0,2013-11-27,60.5
34248,34249,2013,11,28,0,3,73.0,50.0,,6.0,76.18,1031.0,10.0,cv,0.0,0.0,0.0,2013-11-28,61.5
34249,34250,2013,11,28,1,3,83.0,51.0,,5.0,71.07,1030.0,10.0,cv,0.0,0.0,0.0,2013-11-28,67.0
34250,34251,2013,11,28,2,3,85.0,51.0,,6.0,76.18,1030.0,10.0,cv,0.0,0.0,0.0,2013-11-28,68.0
34251,34252,2013,11,28,3,3,90.0,60.0,,6.0,81.48,1030.0,9.0,cv,0.0,0.0,0.0,2013-11-28,75.0
34252,34253,2013,11,28,4,3,99.0,66.0,,6.0,81.48,1030.0,9.0,cv,0.0,0.0,0.0,2013-11-28,82.5
34253,34254,2013,11,28,5,3,121.0,84.0,,6.0,81.48,1029.0,9.0,cv,0.0,0.0,0.0,2013-11-28,102.5
34254,34255,2013,11,28,6,3,98.0,105.0,,5.0,76.01,1030.0,9.0,cv,0.0,0.0,0.0,2013-11-28,101.5
34255,34256,2013,11,28,7,3,69.0,133.0,,4.0,70.88,1030.0,9.0,cv,0.0,0.0,0.0,2013-11-28,101.0
34256,34257,2013,11,28,8,3,68.0,123.0,,4.0,70.88,1031.0,9.0,NW,2.0,0.0,0.0,2013-11-28,95.5
34257,34258,2013,11,28,9,3,80.0,95.0,,3.0,66.05,1032.0,9.0,NW,4.0,0.0,0.0,2013-11-28,87.5
34258,34259,2013,11,28,10,3,80.0,123.0,,3.0,61.76,1033.0,10.0,NW,6.0,0.0,0.0,2013-11-28,101.5
34259,34260,2013,11,28,11,3,65.0,79.0,,3.0,54.08,1033.0,12.0,NW,8.0,0.0,0.0,2013-11-28,72.0
34260,34261,2013,11,28,12,3,48.0,34.0,,-2.0,35.27,1032.0,13.0,NE,3.0,0.0,0.0,2013-11-28,41.0
34261,34262,2013,11,28,13,3,39.0,31.0,,-6.0,26.11,1031.0,13.0,NE,8.0,0.0,0.0,2013-11-28,35.0
34262,34263,2013,11,28,14,3,30.0,23.0,,-4.0,28.47,1030.0,14.0,cv,3.0,0.0,0.0,2013-11-28,26.5
34263,34264,2013,11,28,15,3,21.0,12.0,,-5.0,26.4,1030.0,14.0,NE,3.0,0.0,0.0,2013-11-28,16.5
34264,34265,2013,11,28,16,3,15.0,13.0,,-7.0,22.66,1029.0,14.0,cv,2.0,0.0,0.0,2013-11-28,14.0
34265,34266,2013,11,28,17,3,18.0,17.0,,-4.0,30.39,1030.0,13.0,cv,3.0,0.0,0.0,2013-11-28,17.5
34266,34267,2013,11,28,18,3,18.0,17.0,,-1.0,43.31,1030.0,11.0,cv,3.0,0.0,0.0,2013-11-28,17.5
34267,34268,2013,11,28,19,3,50.0,50.0,,2.0,61.51,1030.0,9.0,cv,3.0,0.0,0.0,2013-11-28,50.0
34268,34269,2013,11,28,20,3,50.0,50.0,,0.0,46.58,1031.0,11.0,cv,4.0,0.0,0.0,2013-11-28,50.0
34269,34270,2013,11,28,21,3,60.0,56.0,,2.0,70.47,1031.0,7.0,cv,4.0,0.0,0.0,2013-11-28,58.0
34270,34271,2013,11,28,22,3,89.0,96.0,,2.0,70.47,1031.0,7.0,SW,2.0,0.0,0.0,2013-11-28,92.5
34271,34272,2013,11,28,23,3,96.0,108.0,,3.0,75.67,1031.0,7.0,SW,4.0,0.0,0.0,2013-11-28,102.0
34272,34273,2013,11,29,0,3,112.0,99.0,,3.0,81.06,1030.0,6.0,cv,0.0,0.0,0.0,2013-11-29,105.5
34273,34274,2013,11,29,1,3,122.0,93.0,,3.0,86.89,1029.0,5.0,cv,0.0,0.0,0.0,2013-11-29,107.5
34274,34275,2013,11,29,2,3,104.0,83.0,,3.0,81.06,1029.0,6.0,cv,0.0,0.0,0.0,2013-11-29,93.5
34275,34276,2013,11,29,3,3,78.0,76.0,,3.0,75.67,1028.0,7.0,cv,0.0,0.0,0.0,2013-11-29,77.0
34276,34277,2013,11,29,4,3,77.0,74.0,,4.0,81.2,1027.0,7.0,cv,0.0,0.0,0.0,2013-11-29,75.5
34277,34278,2013,11,29,5,3,73.0,72.0,,3.0,75.67,1027.0,7.0,cv,0.0,0.0,0.0,2013-11-29,72.5
34278,34279,2013,11,29,6,3,75.0,70.0,,3.0,75.67,1027.0,7.0,cv,0.0,0.0,0.0,2013-11-29,72.5
34279,34280,2013,11,29,7,3,82.0,73.0,,4.0,81.2,1026.0,7.0,cv,0.0,0.0,0.0,2013-11-29,77.5
34280,34281,2013,11,29,8,3,84.0,90.0,,5.0,87.09,1027.0,7.0,cv,0.0,0.0,0.0,2013-11-29,87.0
34281,34282,2013,11,29,9,3,131.0,115.0,,4.0,75.84,1027.0,8.0,cv,0.0,0.0,0.0,2013-11-29,123.0
34282,34283,2013,11,29,10,3,130.0,124.0,,4.0,66.27,1027.0,10.0,cv,0.0,0.0,0.0,2013-11-29,127.0
34283,34284,2013,11,29,11,3,109.0,108.0,,3.0,57.77,1027.0,11.0,cv,0.0,0.0,0.0,2013-11-29,108.5
34284,34285,2013,11,29,12,3,113.0,85.0,,4.0,58.03,1026.0,12.0,SW,2.0,0.0,0.0,2013-11-29,99.0
34285,34286,2013,11,29,13,3,106.0,108.0,,4.0,50.92,1024.0,14.0,SW,4.0,0.0,0.0,2013-11-29,107.0
34286,34287,2013,11,29,14,3,110.0,85.0,,2.0,44.2,1022.0,14.0,cv,2.0,0.0,0.0,2013-11-29,97.5
34287,34288,2013,11,29,15,3,110.0,85.0,,-1.0,33.35,1021.0,15.0,cv,3.0,0.0,0.0,2013-11-29,97.5
34288,34289,2013,11,29,16,3,96.0,56.0,,1.0,38.56,1021.0,15.0,NE,2.0,0.0,0.0,2013-11-29,76.0
34289,34290,2013,11,29,17,3,96.0,56.0,,-1.0,35.57,1021.0,14.0,NE,4.0,0.0,0.0,2013-11-29,76.0
34293,34294,2013,11,29,21,3,80.0,92.0,,3.0,75.67,1025.0,7.0,cv,1.0,0.0,0.0,2013-11-29,86.0
34294,34295,2013,11,29,22,3,93.0,99.0,,3.0,81.06,1026.0,6.0,cv,1.0,0.0,0.0,2013-11-29,96.0
34295,34296,2013,11,29,23,3,133.0,113.0,,3.0,81.06,1026.0,6.0,cv,1.0,0.0,0.0,2013-11-29,123.0
34296,34297,2013,11,30,0,3,166.0,111.0,,4.0,86.99,1026.0,6.0,NW,1.0,0.0,0.0,2013-11-30,138.5
34297,34298,2013,11,30,1,3,182.0,120.0,,4.0,81.2,1025.0,7.0,cv,0.0,0.0,0.0,2013-11-30,151.0
34298,34299,2013,11,30,2,3,183.0,129.0,,4.0,81.2,1025.0,7.0,cv,0.0,0.0,0.0,2013-11-30,156.0
34299,34300,2013,11,30,3,3,182.0,132.0,,3.0,81.06,1025.0,6.0,cv,0.0,0.0,0.0,2013-11-30,157.0
34300,34301,2013,11,30,4,3,178.0,122.0,,3.0,81.06,1025.0,6.0,cv,0.0,0.0,0.0,2013-11-30,150.0
34301,34302,2013,11,30,5,3,172.0,132.0,,3.0,86.89,1024.0,5.0,cv,0.0,0.0,0.0,2013-11-30,152.0
34302,34303,2013,11,30,6,3,164.0,134.0,,3.0,93.19,1024.0,4.0,cv,0.0,0.0,0.0,2013-11-30,149.0
34303,34304,2013,11,30,7,3,160.0,138.0,,3.0,93.19,1025.0,4.0,SW,1.0,0.0,0.0,2013-11-30,149.0
34304,34305,2013,11,30,8,3,171.0,170.0,,3.0,93.19,1025.0,4.0,cv,0.0,0.0,0.0,2013-11-30,170.5
34305,34306,2013,11,30,9,3,180.0,191.0,,5.0,93.29,1026.0,6.0,cv,0.0,0.0,0.0,2013-11-30,185.5
34306,34307,2013,11,30,10,3,167.0,154.0,,5.0,71.07,1026.0,10.0,cv,0.0,0.0,0.0,2013-11-30,160.5
34307,34308,2013,11,30,11,3,159.0,116.0,,5.0,62.24,1026.0,12.0,cv,0.0,0.0,0.0,2013-11-30,137.5
34308,34309,2013,11,30,12,3,136.0,103.0,,3.0,47.46,1026.0,14.0,cv,1.0,0.0,0.0,2013-11-30,119.5
34309,34310,2013,11,30,13,3,167.0,106.0,,2.0,41.43,1024.0,15.0,cv,1.0,0.0,0.0,2013-11-30,136.5
34310,34311,2013,11,30,14,3,124.0,105.0,,3.0,44.49,1023.0,15.0,NE,2.0,0.0,0.0,2013-11-30,114.5
34311,34312,2013,11,30,15,3,124.0,105.0,,3.0,41.73,1022.0,16.0,cv,0.0,0.0,0.0,2013-11-30,114.5
34312,34313,2013,11,30,16,3,124.0,105.0,,3.0,44.49,1022.0,15.0,cv,0.0,0.0,0.0,2013-11-30,114.5
34313,34314,2013,11,30,17,3,124.0,105.0,,2.0,41.43,1022.0,15.0,cv,1.0,0.0,0.0,2013-11-30,114.5
34314,34315,2013,11,30,18,3,155.0,126.0,,6.0,71.27,1023.0,11.0,cv,1.0,0.0,0.0,2013-11-30,140.5
34315,34316,2013,11,30,19,3,158.0,140.0,,6.0,81.48,1025.0,9.0,cv,1.0,0.0,0.0,2013-11-30,149.0
34316,34317,2013,11,30,20,3,176.0,148.0,,5.0,76.01,1026.0,9.0,cv,1.0,0.0,0.0,2013-11-30,162.0
34317,34318,2013,11,30,21,3,176.0,150.0,,5.0,87.09,1027.0,7.0,cv,1.0,0.0,0.0,2013-11-30,163.0
34318,34319,2013,11,30,22,3,177.0,147.0,,5.0,81.34,1027.0,8.0,cv,1.0,0.0,0.0,2013-11-30,162.0
34319,34320,2013,11,30,23,3,161.0,138.0,,5.0,87.09,1027.0,7.0,cv,1.0,0.0,0.0,2013-11-30,149.5
34320,34321,2013,12,1,0,4,209.0,135.0,,5.0,87.09,1028.0,7.0,cv,1.0,0.0,0.0,2013-12-01,172.0
34321,34322,2013,12,1,1,4,204.0,149.0,,5.0,87.09,1027.0,7.0,cv,1.0,0.0,0.0,2013-12-01,176.5
34322,34323,2013,12,1,2,4,227.0,135.0,,4.0,86.99,1027.0,6.0,SW,2.0,0.0,0.0,2013-12-01,181.0
34323,34324,2013,12,1,3,4,228.0,130.0,,4.0,93.24,1027.0,5.0,SW,3.0,0.0,0.0,2013-12-01,179.0
34324,34325,2013,12,1,4,4,234.0,136.0,,3.0,86.89,1027.0,5.0,cv,1.0,0.0,0.0,2013-12-01,185.0
34325,34326,2013,12,1,5,4,221.0,151.0,,3.0,93.19,1026.0,4.0,cv,1.0,0.0,0.0,2013-12-01,186.0
34326,34327,2013,12,1,6,4,206.0,143.0,,4.0,100.0,1027.0,4.0,cv,1.0,0.0,0.0,2013-12-01,174.5
34327,34328,2013,12,1,7,4,206.0,143.0,,3.0,93.19,1027.0,4.0,cv,1.0,0.0,0.0,2013-12-01,174.5
34328,34329,2013,12,1,8,4,223.0,154.0,,2.0,100.0,1028.0,2.0,SW,1.0,0.0,0.0,2013-12-01,188.5
34329,34330,2013,12,1,9,4,222.0,212.0,,3.0,93.19,1029.0,4.0,cv,0.0,0.0,0.0,2013-12-01,217.0
34330,34331,2013,12,1,10,4,221.0,265.0,,7.0,100.0,1029.0,7.0,cv,0.0,0.0,0.0,2013-12-01,243.0
34331,34332,2013,12,1,11,4,212.0,244.0,,9.0,93.5,1029.0,10.0,cv,0.0,0.0,0.0,2013-12-01,228.0
34332,34333,2013,12,1,12,4,191.0,182.0,,7.0,66.93,1028.0,13.0,cv,1.0,0.0,0.0,2013-12-01,186.5
34333,34334,2013,12,1,13,4,191.0,182.0,156.0,6.0,54.88,1026.0,15.0,SW,2.0,0.0,0.0,2013-12-01,186.5
34334,34335,2013,12,1,14,4,102.0,113.0,121.0,7.0,55.15,1025.0,16.0,SW,4.0,0.0,0.0,2013-12-01,107.5
34335,34336,2013,12,1,15,4,102.0,113.0,114.0,6.0,48.31,1024.0,17.0,SE,2.0,0.0,0.0,2013-12-01,107.5
34336,34337,2013,12,1,16,4,75.0,94.0,114.0,4.0,44.78,1023.0,16.0,SW,2.0,0.0,0.0,2013-12-01,84.5
34337,34338,2013,12,1,17,4,79.0,104.0,115.0,4.0,44.78,1023.0,16.0,cv,1.0,0.0,0.0,2013-12-01,91.5
34338,34339,2013,12,1,18,4,79.0,104.0,137.0,6.0,66.71,1023.0,12.0,cv,1.0,0.0,0.0,2013-12-01,91.5
34339,34340,2013,12,1,19,4,100.0,129.0,146.0,6.0,76.18,1024.0,10.0,cv,1.0,0.0,0.0,2013-12-01,114.5
34340,34341,2013,12,1,20,4,100.0,129.0,147.0,6.0,81.48,1025.0,9.0,cv,1.0,0.0,0.0,2013-12-01,114.5
34341,34342,2013,12,1,21,4,100.0,129.0,178.0,6.0,87.19,1025.0,8.0,cv,1.0,0.0,0.0,2013-12-01,114.5
34342,34343,2013,12,1,22,4,108.0,148.0,168.0,6.0,93.35,1025.0,7.0,cv,1.0,0.0,0.0,2013-12-01,128.0
34343,34344,2013,12,1,23,4,122.0,153.0,195.0,6.0,93.35,1025.0,7.0,cv,1.0,0.0,0.0,2013-12-01,137.5
34344,34345,2013,12,2,0,4,198.0,160.0,194.0,6.0,93.35,1025.0,7.0,cv,1.0,0.0,0.0,2013-12-02,179.0
34345,34346,2013,12,2,1,4,210.0,158.0,199.0,5.0,87.09,1024.0,7.0,cv,1.0,0.0,0.0,2013-12-02,184.0
34346,34347,2013,12,2,2,4,217.0,157.0,196.0,5.0,93.29,1023.0,6.0,cv,1.0,0.0,0.0,2013-12-02,187.0
34347,34348,2013,12,2,3,4,203.0,160.0,229.0,5.0,93.29,1023.0,6.0,cv,1.0,0.0,0.0,2013-12-02,181.5
34348,34349,2013,12,2,4,4,204.0,168.0,245.0,5.0,100.0,1022.0,5.0,cv,1.0,0.0,0.0,2013-12-02,186.0
34349,34350,2013,12,2,5,4,204.0,185.0,238.0,4.0,93.24,1022.0,5.0,cv,1.0,0.0,0.0,2013-12-02,194.5
34350,34351,2013,12,2,6,4,202.0,191.0,270.0,3.0,93.19,1021.0,4.0,cv,1.0,0.0,0.0,2013-12-02,196.5
34351,34352,2013,12,2,7,4,205.0,186.0,262.0,3.0,93.19,1022.0,4.0,cv,1.0,0.0,0.0,2013-12-02,195.5
34352,34353,2013,12,2,8,4,213.0,188.0,260.0,3.0,100.0,1022.0,3.0,cv,1.0,0.0,0.0,2013-12-02,200.5
34353,34354,2013,12,2,9,4,224.0,239.0,302.0,4.0,93.24,1022.0,5.0,cv,1.0,0.0,0.0,2013-12-02,231.5
34354,34355,2013,12,2,10,4,213.0,247.0,304.0,7.0,100.0,1023.0,7.0,cv,2.0,0.0,0.0,2013-12-02,230.0
34355,34356,2013,12,2,11,4,218.0,290.0,301.0,8.0,87.38,1022.0,10.0,cv,2.0,0.0,0.0,2013-12-02,254.0
34356,34357,2013,12,2,12,4,247.0,262.0,265.0,8.0,71.66,1021.0,13.0,cv,2.0,0.0,0.0,2013-12-02,254.5
34357,34358,2013,12,2,13,4,253.0,223.0,240.0,7.0,58.79,1019.0,15.0,NE,2.0,0.0,0.0,2013-12-02,238.0
34358,34359,2013,12,2,14,4,262.0,235.0,162.0,6.0,54.88,1018.0,15.0,cv,1.0,0.0,0.0,2013-12-02,248.5
34359,34360,2013,12,2,15,4,262.0,235.0,166.0,6.0,54.88,1017.0,15.0,NE,2.0,0.0,0.0,2013-12-02,248.5
34360,34361,2013,12,2,16,4,212.0,165.0,155.0,6.0,54.88,1017.0,15.0,cv,1.0,0.0,0.0,2013-12-02,188.5
34361,34362,2013,12,2,17,4,201.0,176.0,129.0,6.0,58.54,1017.0,14.0,cv,2.0,0.0,0.0,2013-12-02,188.5
34362,34363,2013,12,2,18,4,209.0,190.0,150.0,7.0,66.93,1018.0,13.0,NW,2.0,0.0,0.0,2013-12-02,199.5
34363,34364,2013,12,2,19,4,268.0,203.0,152.0,7.0,81.61,1019.0,10.0,NW,3.0,0.0,0.0,2013-12-02,235.5
34364,34365,2013,12,2,20,4,268.0,203.0,173.0,7.0,87.28,1020.0,9.0,NW,4.0,0.0,0.0,2013-12-02,235.5
34365,34366,2013,12,2,21,4,268.0,203.0,190.0,8.0,87.38,1021.0,10.0,cv,1.0,0.0,0.0,2013-12-02,235.5
34366,34367,2013,12,2,22,4,278.0,215.0,186.0,8.0,87.38,1021.0,10.0,cv,1.0,0.0,0.0,2013-12-02,246.5
34367,34368,2013,12,2,23,4,303.0,212.0,241.0,6.0,87.19,1022.0,8.0,cv,1.0,0.0,0.0,2013-12-02,257.5
34368,34369,2013,12,3,0,4,315.0,210.0,275.0,7.0,93.4,1022.0,8.0,cv,1.0,0.0,0.0,2013-12-03,262.5
34369,34370,2013,12,3,1,4,318.0,219.0,294.0,6.0,87.19,1022.0,8.0,cv,1.0,0.0,0.0,2013-12-03,268.5
34370,34371,2013,12,3,2,4,307.0,480.0,287.0,6.0,93.35,1021.0,7.0,cv,1.0,0.0,0.0,2013-12-03,393.5
34373,34374,2013,12,3,5,4,304.0,379.0,235.0,5.0,93.29,1022.0,6.0,cv,1.0,0.0,0.0,2013-12-03,341.5
34374,34375,2013,12,3,6,4,306.0,215.0,236.0,4.0,93.24,1023.0,5.0,cv,1.0,0.0,0.0,2013-12-03,260.5
34375,34376,2013,12,3,7,4,316.0,199.0,243.0,3.0,93.19,1024.0,4.0,cv,1.0,0.0,0.0,2013-12-03,257.5
34376,34377,2013,12,3,8,4,321.0,224.0,271.0,2.0,93.13,1024.0,3.0,cv,1.0,0.0,0.0,2013-12-03,272.5
34377,34378,2013,12,3,9,4,321.0,224.0,278.0,4.0,93.24,1025.0,5.0,cv,1.0,0.0,0.0,2013-12-03,272.5
34378,34379,2013,12,3,10,4,319.0,381.0,292.0,8.0,93.45,1025.0,9.0,cv,1.0,0.0,0.0,2013-12-03,350.0
34379,34380,2013,12,3,11,4,332.0,367.0,299.0,8.0,81.75,1025.0,11.0,SW,2.0,0.0,0.0,2013-12-03,349.5
34380,34381,2013,12,3,12,4,332.0,367.0,293.0,7.0,66.93,1025.0,13.0,SW,4.0,0.0,0.0,2013-12-03,349.5
34381,34382,2013,12,3,13,4,291.0,350.0,150.0,8.0,62.95,1023.0,15.0,SW,6.0,0.0,0.0,2013-12-03,320.5
34382,34383,2013,12,3,14,4,143.0,201.0,120.0,6.0,51.48,1022.0,16.0,cv,1.0,0.0,0.0,2013-12-03,172.0
34383,34384,2013,12,3,15,4,140.0,152.0,109.0,5.0,45.07,1021.0,17.0,NE,3.0,0.0,0.0,2013-12-03,146.0
34384,34385,2013,12,3,16,4,149.0,169.0,132.0,1.0,33.95,1021.0,17.0,NE,6.0,0.0,0.0,2013-12-03,159.0
34385,34386,2013,12,3,17,4,162.0,174.0,148.0,2.0,36.47,1021.0,17.0,cv,1.0,0.0,0.0,2013-12-03,168.0
34386,34387,2013,12,3,18,4,176.0,186.0,160.0,6.0,62.48,1022.0,13.0,cv,1.0,0.0,0.0,2013-12-03,181.0
34387,34388,2013,12,3,19,4,199.0,182.0,184.0,6.0,81.48,1022.0,9.0,cv,1.0,0.0,0.0,2013-12-03,190.5
34388,34389,2013,12,3,20,4,217.0,187.0,190.0,6.0,76.18,1023.0,10.0,cv,1.0,0.0,0.0,2013-12-03,202.0
34389,34390,2013,12,3,21,4,217.0,187.0,172.0,6.0,87.19,1024.0,8.0,cv,1.0,0.0,0.0,2013-12-03,202.0
34390,34391,2013,12,3,22,4,252.0,177.0,203.0,6.0,87.19,1024.0,8.0,cv,1.0,0.0,0.0,2013-12-03,214.5
34391,34392,2013,12,3,23,4,268.0,141.0,235.0,6.0,93.35,1024.0,7.0,cv,1.0,0.0,0.0,2013-12-03,204.5
34393,34394,2013,12,4,1,4,311.0,221.0,229.0,6.0,93.35,1023.0,7.0,cv,0.0,0.0,0.0,2013-12-04,266.0
34394,34395,2013,12,4,2,4,343.0,196.0,256.0,5.0,93.29,1023.0,6.0,SW,1.0,0.0,0.0,2013-12-04,269.5
34395,34396,2013,12,4,3,4,347.0,191.0,281.0,5.0,87.09,1023.0,7.0,cv,0.0,0.0,0.0,2013-12-04,269.0
34396,34397,2013,12,4,4,4,342.0,186.0,283.0,5.0,93.29,1022.0,6.0,SW,1.0,0.0,0.0,2013-12-04,264.0
34397,34398,2013,12,4,5,4,338.0,178.0,266.0,4.0,93.24,1022.0,5.0,cv,0.0,0.0,0.0,2013-12-04,258.0
34398,34399,2013,12,4,6,4,327.0,177.0,250.0,4.0,93.24,1021.0,5.0,cv,0.0,0.0,0.0,2013-12-04,252.0
34399,34400,2013,12,4,7,4,297.0,209.0,257.0,4.0,93.24,1021.0,5.0,cv,0.0,0.0,0.0,2013-12-04,253.0
34400,34401,2013,12,4,8,4,289.0,242.0,262.0,5.0,100.0,1021.0,5.0,cv,0.0,0.0,0.0,2013-12-04,265.5
34401,34402,2013,12,4,9,4,284.0,291.0,284.0,6.0,93.35,1021.0,7.0,NW,1.0,0.0,0.0,2013-12-04,287.5
34402,34403,2013,12,4,10,4,292.0,321.0,299.0,6.0,81.48,1021.0,9.0,cv,1.0,0.0,0.0,2013-12-04,306.5
34403,34404,2013,12,4,11,4,321.0,314.0,308.0,6.0,76.18,1021.0,10.0,cv,2.0,0.0,0.0,2013-12-04,317.5
34404,34405,2013,12,4,12,4,327.0,317.0,330.0,6.0,71.27,1019.0,11.0,NW,1.0,0.0,0.0,2013-12-04,322.0
34405,34406,2013,12,4,13,4,328.0,283.0,328.0,6.0,66.71,1018.0,12.0,NW,3.0,0.0,0.0,2013-12-04,305.5
34406,34407,2013,12,4,14,4,296.0,251.0,291.0,6.0,58.54,1016.0,14.0,NE,2.0,0.0,0.0,2013-12-04,273.5
34411,34412,2013,12,4,19,4,226.0,207.0,207.0,8.0,76.52,1017.0,12.0,NW,3.0,0.0,0.0,2013-12-04,216.5
34412,34413,2013,12,4,20,4,202.0,186.0,185.0,8.0,81.75,1018.0,11.0,NW,6.0,0.0,0.0,2013-12-04,194.0
34413,34414,2013,12,4,21,4,204.0,175.0,175.0,7.0,81.61,1020.0,10.0,NW,9.0,0.0,0.0,2013-12-04,189.5
34414,34415,2013,12,4,22,4,212.0,175.0,167.0,7.0,76.35,1020.0,11.0,NW,13.0,0.0,0.0,2013-12-04,193.5
34415,34416,2013,12,4,23,4,212.0,175.0,173.0,7.0,76.35,1021.0,11.0,NW,15.0,0.0,0.0,2013-12-04,193.5
34416,34417,2013,12,5,0,4,189.0,164.0,168.0,7.0,76.35,1021.0,11.0,cv,1.0,0.0,0.0,2013-12-05,176.5
34417,34418,2013,12,5,1,4,190.0,162.0,165.0,7.0,81.61,1022.0,10.0,cv,1.0,0.0,0.0,2013-12-05,176.0
34418,34419,2013,12,5,2,4,195.0,175.0,173.0,8.0,87.38,1021.0,10.0,cv,2.0,0.0,0.0,2013-12-05,185.0
34419,34420,2013,12,5,3,4,213.0,177.0,198.0,8.0,87.38,1022.0,10.0,SW,1.0,0.0,0.0,2013-12-05,195.0
34420,34421,2013,12,5,4,4,213.0,177.0,205.0,7.0,81.61,1022.0,10.0,SW,3.0,0.0,0.0,2013-12-05,195.0
34421,34422,2013,12,5,5,4,224.0,172.0,202.0,7.0,87.28,1021.0,9.0,SW,5.0,0.0,0.0,2013-12-05,198.0
34422,34423,2013,12,5,6,4,220.0,161.0,188.0,5.0,87.09,1021.0,7.0,SE,1.0,0.0,0.0,2013-12-05,190.5
34423,34424,2013,12,5,7,4,220.0,161.0,191.0,5.0,93.29,1022.0,6.0,cv,1.0,0.0,0.0,2013-12-05,190.5
34424,34425,2013,12,5,8,4,216.0,147.0,199.0,5.0,93.29,1023.0,6.0,cv,1.0,0.0,0.0,2013-12-05,181.5
34425,34426,2013,12,5,9,4,225.0,183.0,203.0,7.0,100.0,1024.0,7.0,cv,1.0,0.0,0.0,2013-12-05,204.0
34426,34427,2013,12,5,10,4,201.0,204.0,194.0,8.0,87.38,1024.0,10.0,cv,1.0,0.0,0.0,2013-12-05,202.5
34427,34428,2013,12,5,11,4,177.0,177.0,177.0,8.0,71.66,1024.0,13.0,cv,1.0,0.0,0.0,2013-12-05,177.0
34428,34429,2013,12,5,12,4,151.0,127.0,150.0,7.0,55.15,1023.0,16.0,SE,1.0,0.0,0.0,2013-12-05,139.0
34429,34430,2013,12,5,13,4,151.0,127.0,87.0,5.0,42.32,1021.0,18.0,SE,4.0,0.0,0.0,2013-12-05,139.0
34430,34431,2013,12,5,14,4,151.0,127.0,76.0,0.0,27.85,1020.0,19.0,SE,6.0,0.0,0.0,2013-12-05,139.0
34431,34432,2013,12,5,15,4,151.0,127.0,64.0,-3.0,22.33,1019.0,19.0,SE,9.0,0.0,0.0,2013-12-05,139.0
34432,34433,2013,12,5,16,4,151.0,127.0,57.0,-2.0,24.05,1019.0,19.0,SW,4.0,0.0,0.0,2013-12-05,139.0
34433,34434,2013,12,5,17,4,65.0,63.0,68.0,-2.0,25.61,1019.0,18.0,SE,2.0,0.0,0.0,2013-12-05,64.0
34434,34435,2013,12,5,18,4,88.0,72.0,65.0,0.0,35.87,1020.0,15.0,SW,2.0,0.0,0.0,2013-12-05,80.0
34435,34436,2013,12,5,19,4,91.0,83.0,76.0,3.0,57.77,1021.0,11.0,cv,0.0,0.0,0.0,2013-12-05,87.0
34436,34437,2013,12,5,20,4,91.0,83.0,90.0,4.0,75.84,1022.0,8.0,cv,0.0,0.0,0.0,2013-12-05,87.0
34437,34438,2013,12,5,21,4,122.0,106.0,108.0,4.0,81.2,1022.0,7.0,cv,0.0,0.0,0.0,2013-12-05,114.0
34438,34439,2013,12,5,22,4,138.0,145.0,135.0,4.0,81.2,1022.0,7.0,cv,0.0,0.0,0.0,2013-12-05,141.5
34439,34440,2013,12,5,23,4,151.0,134.0,136.0,4.0,81.2,1022.0,7.0,cv,0.0,0.0,0.0,2013-12-05,142.5
