,No,year,month,day,hour,season,PM_Dongsi,PM_Dongsihuan,PM_Nongzhanguan,PM_US Post,DEWP,HUMI,PRES,TEMP,cbwd,Iws,precipitation,Iprec,date,city_avg_cn
28465,28466,2013,4,1,1,1,250.0,239.0,239.0,244.0,3.0,81.0,1015.0,6.0,NW,4.02,0.0,0.0,2013-04-01,242.67
28466,28467,2013,4,1,2,1,240.0,237.0,210.0,256.0,2.0,75.0,1014.0,6.0,cv,0.89,0.0,0.0,2013-04-01,229.0
28467,28468,2013,4,1,3,1,240.0,243.0,210.0,250.0,3.0,75.0,1014.0,7.0,NW,3.13,0.0,0.0,2013-04-01,231.0
28468,28469,2013,4,1,4,1,226.0,236.0,223.0,245.0,3.0,75.0,1014.0,7.0,SE,1.79,0.0,0.0,2013-04-01,228.33
28469,28470,2013,4,1,5,1,226.0,230.0,223.0,247.0,3.0,93.0,1013.0,4.0,cv,0.89,0.0,0.0,2013-04-01,226.33
28470,28471,2013,4,1,6,1,201.0,229.0,196.0,247.0,2.0,93.0,1014.0,3.0,SE,1.79,0.0,0.0,2013-04-01,208.67
28471,28472,2013,4,1,7,1,138.0,192.0,182.0,158.0,3.0,81.0,1014.0,6.0,SE,3.58,0.0,0.0,2013-04-01,170.67
28472,28473,2013,4,1,8,1,13.0,14.0,12.0,18.0,4.0,75.0,1014.0,8.0,SE,5.37,0.0,0.0,2013-04-01,13.0
28473,28474,2013,4,1,9,1,8.0,11.0,14.0,15.0,-3.0,32.0,1014.0,13.0,NW,5.81,0.0,0.0,2013-04-01,11.0
28474,28475,2013,4,1,10,1,17.0,11.0,15.0,15.0,-4.0,28.0,1015.0,14.0,NW,14.75,0.0,0.0,2013-04-01,14.33
28475,28476,2013,4,1,11,1,25.0,22.0,24.0,29.0,-4.0,28.0,1016.0,14.0,NW,23.69,0.0,0.0,2013-04-01,23.67
28476,28477,2013,4,1,12,1,37.0,38.0,27.0,39.0,0.0,35.0,1016.0,15.0,NW,31.74,0.0,0.0,2013-04-01,34.0
28477,28478,2013,4,1,13,1,37.0,32.0,32.0,37.0,-2.0,30.0,1016.0,15.0,NE,8.94,0.0,0.0,2013-04-01,33.67
28478,28479,2013,4,1,14,1,28.0,38.0,31.0,39.0,-4.0,25.0,1017.0,16.0,NE,14.75,0.0,0.0,2013-04-01,32.33
28479,28480,2013,4,1,15,1,28.0,31.0,31.0,41.0,-7.0,21.0,1017.0,15.0,NW,8.05,0.0,0.0,2013-04-01,30.0
28480,28481,2013,4,1,16,1,20.0,31.0,10.0,38.0,-6.0,22.0,1017.0,15.0,NE,5.81,0.0,0.0,2013-04-01,20.33
28481,28482,2013,4,1,17,1,22.0,28.0,25.0,31.0,-7.0,22.0,1018.0,14.0,NE,9.83,0.0,0.0,2013-04-01,25.0
28482,28483,2013,4,1,18,1,21.0,23.0,11.0,29.0,-7.0,22.0,1019.0,14.0,NE,11.62,0.0,0.0,2013-04-01,18.33
28483,28484,2013,4,1,19,1,20.0,19.0,9.0,20.0,-9.0,23.0,1020.0,11.0,NW,4.02,0.0,0.0,2013-04-01,16.0
28484,28485,2013,4,1,20,1,13.0,19.0,16.0,19.0,-10.0,26.0,1021.0,8.0,NW,7.15,0.0,0.0,2013-04-01,16.0
28485,28486,2013,4,1,21,1,8.0,9.0,3.0,7.0,-12.0,19.0,1022.0,10.0,NW,12.07,0.0,0.0,2013-04-01,6.67
28486,28487,2013,4,1,22,1,8.0,9.0,3.0,7.0,-20.0,16.0,1022.0,10.0,NW,16.99,0.0,0.0,2013-04-01,6.67
28487,28488,2013,4,1,23,1,7.0,6.0,4.0,6.0,-18.0,12.0,1023.0,9.0,NW,21.91,0.0,0.0,2013-04-01,5.67
28488,28489,2013,4,2,0,1,8.0,4.0,17.0,13.0,-14.0,22.0,1023.0,6.0,NE,1.79,0.0,0.0,2013-04-02,9.67
28489,28490,2013,4,2,1,1,10.0,19.0,17.0,20.0,-13.0,27.0,1023.0,4.0,NW,3.13,0.0,0.0,2013-04-02,15.33
28490,28491,2013,4,2,2,1,10.0,27.0,17.0,49.0,-12.0,30.0,1023.0,4.0,cv,0.89,0.0,0.0,2013-04-02,18.0
28491,28492,2013,4,2,3,1,63.0,28.0,61.0,64.0,-9.0,47.0,1023.0,1.0,SE,3.13,0.0,0.0,2013-04-02,50.67
28492,28493,2013,4,2,4,1,64.0,58.0,62.0,96.0,-7.0,55.0,1022.0,1.0,cv,0.45,0.0,0.0,2013-04-02,61.33
28493,28494,2013,4,2,5,1,122.0,77.0,87.0,122.0,-6.0,68.0,1022.0,-1.0,cv,1.34,0.0,0.0,2013-04-02,95.33
28495,28496,2013,4,2,7,1,148.0,150.0,152.0,,-4.0,69.0,1022.0,1.0,NW,0.89,0.0,0.0,2013-04-02,150.0
28496,28497,2013,4,2,8,1,148.0,160.0,138.0,175.0,-2.0,56.0,1022.0,6.0,NE,1.79,0.0,0.0,2013-04-02,148.67
28497,28498,2013,4,2,9,1,165.0,163.0,146.0,176.0,-3.0,45.0,1021.0,8.0,NE,3.58,0.0,0.0,2013-04-02,158.0
28498,28499,2013,4,2,10,1,156.0,165.0,168.0,164.0,-1.0,46.0,1021.0,10.0,cv,1.79,0.0,0.0,2013-04-02,163.0
28499,28500,2013,4,2,11,1,147.0,160.0,136.0,169.0,1.0,43.0,1019.0,13.0,cv,3.58,0.0,0.0,2013-04-02,147.67
28500,28501,2013,4,2,12,1,144.0,152.0,132.0,155.0,-2.0,33.0,1018.0,14.0,SE,4.02,0.0,0.0,2013-04-02,142.67
28501,28502,2013,4,2,13,1,142.0,142.0,146.0,144.0,-3.0,26.0,1016.0,16.0,SE,8.04,0.0,0.0,2013-04-02,143.33
28502,28503,2013,4,2,14,1,122.0,118.0,126.0,119.0,-3.0,25.0,1015.0,17.0,SE,12.96,0.0,0.0,2013-04-02,122.0
28503,28504,2013,4,2,15,1,112.0,104.0,110.0,113.0,-4.0,22.0,1014.0,18.0,SE,17.88,0.0,0.0,2013-04-02,108.67
28504,28505,2013,4,2,16,1,131.0,122.0,118.0,130.0,-5.0,20.0,1013.0,18.0,SE,23.69,0.0,0.0,2013-04-02,123.67
28509,28510,2013,4,2,21,1,108.0,117.0,109.0,122.0,-2.0,40.0,1012.0,11.0,SE,41.57,0.0,0.0,2013-04-02,111.33
28510,28511,2013,4,2,22,1,118.0,117.0,126.0,130.0,-1.0,46.0,1011.0,10.0,SE,43.36,0.0,0.0,2013-04-02,120.33
28511,28512,2013,4,2,23,1,118.0,130.0,126.0,138.0,-2.0,40.0,1011.0,11.0,cv,0.89,0.0,0.0,2013-04-02,124.67
28512,28513,2013,4,3,0,1,135.0,147.0,135.0,149.0,-2.0,49.0,1011.0,8.0,cv,1.78,0.0,0.0,2013-04-03,139.0
28513,28514,2013,4,3,1,1,135.0,145.0,135.0,153.0,-1.0,60.0,1010.0,6.0,NE,0.89,0.0,0.0,2013-04-03,138.33
28514,28515,2013,4,3,2,1,163.0,148.0,156.0,184.0,-1.0,65.0,1010.0,5.0,SE,1.79,0.0,0.0,2013-04-03,155.67
28515,28516,2013,4,3,3,1,163.0,160.0,156.0,179.0,-1.0,74.0,1009.0,3.0,NE,0.89,0.0,0.0,2013-04-03,159.67
28516,28517,2013,4,3,4,1,161.0,171.0,170.0,183.0,-1.0,74.0,1010.0,3.0,cv,0.89,0.0,0.0,2013-04-03,167.33
28517,28518,2013,4,3,5,1,163.0,191.0,181.0,194.0,-1.0,74.0,1010.0,3.0,NE,0.89,0.0,0.0,2013-04-03,178.33
28518,28519,2013,4,3,6,1,170.0,202.0,177.0,184.0,0.0,75.0,1010.0,4.0,cv,0.89,0.0,0.0,2013-04-03,183.0
28519,28520,2013,4,3,7,1,168.0,162.0,164.0,153.0,1.0,80.0,1011.0,4.0,NW,1.79,0.0,0.0,2013-04-03,164.67
28520,28521,2013,4,3,8,1,168.0,149.0,164.0,150.0,1.0,53.0,1012.0,10.0,NW,3.58,0.0,0.0,2013-04-03,160.33
28521,28522,2013,4,3,9,1,129.0,149.0,125.0,126.0,-1.0,37.0,1012.0,13.0,NE,3.13,0.0,0.0,2013-04-03,134.33
28522,28523,2013,4,3,10,1,129.0,130.0,125.0,156.0,-1.0,29.0,1012.0,17.0,SE,4.02,0.0,0.0,2013-04-03,128.0
28523,28524,2013,4,3,11,1,170.0,158.0,163.0,156.0,0.0,29.0,1012.0,18.0,SE,8.04,0.0,0.0,2013-04-03,163.67
28524,28525,2013,4,3,12,1,177.0,175.0,176.0,178.0,0.0,29.0,1012.0,18.0,SE,15.19,0.0,0.0,2013-04-03,176.0
28525,28526,2013,4,3,13,1,203.0,228.0,216.0,243.0,2.0,32.0,1011.0,19.0,SE,21.0,0.0,0.0,2013-04-03,215.67
28526,28527,2013,4,3,14,1,177.0,136.0,151.0,122.0,-1.0,27.0,1012.0,18.0,SE,28.15,0.0,0.0,2013-04-03,154.67
28527,28528,2013,4,3,15,1,122.0,98.0,103.0,100.0,-1.0,29.0,1012.0,17.0,SE,36.2,0.0,0.0,2013-04-03,107.67
28528,28529,2013,4,3,16,1,82.0,69.0,72.0,73.0,-3.0,26.0,1012.0,16.0,SE,44.25,0.0,0.0,2013-04-03,74.33
28529,28530,2013,4,3,17,1,82.0,55.0,72.0,60.0,-4.0,25.0,1012.0,16.0,SE,50.06,0.0,0.0,2013-04-03,69.67
28530,28531,2013,4,3,18,1,48.0,41.0,41.0,46.0,-4.0,28.0,1013.0,14.0,SE,54.98,0.0,0.0,2013-04-03,43.33
28531,28532,2013,4,3,19,1,40.0,46.0,34.0,33.0,-4.0,32.0,1014.0,12.0,SE,58.11,0.0,0.0,2013-04-03,40.0
28532,28533,2013,4,3,20,1,38.0,41.0,31.0,32.0,-4.0,34.0,1015.0,11.0,SE,59.9,0.0,0.0,2013-04-03,36.67
28533,28534,2013,4,3,21,1,38.0,30.0,31.0,34.0,-4.0,37.0,1015.0,10.0,SE,61.69,0.0,0.0,2013-04-03,33.0
28534,28535,2013,4,3,22,1,36.0,30.0,38.0,37.0,-4.0,39.0,1016.0,9.0,SE,64.82,0.0,0.0,2013-04-03,34.67
28535,28536,2013,4,3,23,1,36.0,37.0,38.0,38.0,-4.0,42.0,1016.0,8.0,SE,66.61,0.0,0.0,2013-04-03,37.0
28536,28537,2013,4,4,0,1,42.0,44.0,36.0,38.0,-3.0,48.0,1016.0,7.0,SE,68.4,0.0,0.0,2013-04-04,40.67
28537,28538,2013,4,4,1,1,36.0,39.0,42.0,47.0,-4.0,39.0,1016.0,9.0,SE,71.53,0.0,0.0,2013-04-04,39.0
28538,28539,2013,4,4,2,1,45.0,58.0,51.0,61.0,-4.0,39.0,1015.0,9.0,SE,73.32,0.0,0.0,2013-04-04,51.33
28539,28540,2013,4,4,3,1,38.0,58.0,47.0,48.0,-4.0,42.0,1015.0,8.0,SE,76.45,0.0,0.0,2013-04-04,47.67
28540,28541,2013,4,4,4,1,38.0,49.0,47.0,47.0,-4.0,39.0,1015.0,9.0,SE,79.58,0.0,0.0,2013-04-04,44.67
28541,28542,2013,4,4,5,1,46.0,42.0,48.0,56.0,-4.0,42.0,1014.0,8.0,SE,81.37,0.0,0.0,2013-04-04,45.33
28542,28543,2013,4,4,6,1,63.0,42.0,66.0,72.0,-3.0,45.0,1015.0,8.0,SE,83.16,0.0,0.0,2013-04-04,57.0
28543,28544,2013,4,4,7,1,82.0,60.0,77.0,89.0,-4.0,39.0,1015.0,9.0,cv,0.89,0.0,0.0,2013-04-04,73.0
28544,28545,2013,4,4,8,1,83.0,77.0,81.0,92.0,-4.0,37.0,1015.0,10.0,NW,1.79,0.0,0.0,2013-04-04,80.33
28545,28546,2013,4,4,9,1,73.0,81.0,81.0,83.0,-5.0,34.0,1015.0,10.0,cv,0.89,0.0,0.0,2013-04-04,78.33
28546,28547,2013,4,4,10,1,80.0,83.0,80.0,87.0,-5.0,34.0,1016.0,10.0,cv,1.78,0.0,0.0,2013-04-04,81.0
28547,28548,2013,4,4,11,1,86.0,84.0,92.0,89.0,-5.0,32.0,1015.0,11.0,cv,2.67,0.0,0.0,2013-04-04,87.33
28548,28549,2013,4,4,12,1,86.0,90.0,92.0,100.0,-5.0,32.0,1014.0,11.0,cv,3.56,0.0,0.0,2013-04-04,89.33
28549,28550,2013,4,4,13,1,102.0,101.0,97.0,107.0,-5.0,32.0,1013.0,11.0,NW,1.79,0.0,0.0,2013-04-04,100.0
28550,28551,2013,4,4,14,1,103.0,90.0,98.0,98.0,-5.0,32.0,1013.0,11.0,NW,5.81,0.0,0.0,2013-04-04,97.0
28551,28552,2013,4,4,15,1,80.0,81.0,77.0,78.0,-1.0,49.0,1012.0,9.0,NW,10.73,0.0,0.0,2013-04-04,79.33
28552,28553,2013,4,4,16,1,76.0,68.0,70.0,83.0,4.0,81.0,1012.0,7.0,NW,16.54,0.5,0.5,2013-04-04,71.33
28553,28554,2013,4,4,17,1,76.0,74.0,70.0,84.0,5.0,87.0,1013.0,7.0,NW,21.46,1.0,1.5,2013-04-04,73.33
28554,28555,2013,4,4,18,1,71.0,74.0,77.0,91.0,5.0,93.0,1013.0,6.0,NW,26.38,0.0,0.0,2013-04-04,74.0
28555,28556,2013,4,4,19,1,96.0,86.0,71.0,99.0,5.0,93.0,1014.0,6.0,NW,30.4,1.7,1.7,2013-04-04,84.33
28556,28557,2013,4,4,20,1,96.0,97.0,71.0,99.0,5.0,93.0,1015.0,6.0,NW,34.42,0.9,2.6,2013-04-04,88.0
28557,28558,2013,4,4,21,1,81.0,98.0,77.0,111.0,5.0,93.0,1015.0,6.0,NW,38.44,0.3,2.9,2013-04-04,85.33
28558,28559,2013,4,4,22,1,87.0,98.0,87.0,118.0,5.0,93.0,1016.0,6.0,NW,42.46,0.2,3.1,2013-04-04,90.67
28559,28560,2013,4,4,23,1,87.0,100.0,87.0,122.0,5.0,93.0,1016.0,6.0,NW,45.59,1.0,4.1,2013-04-04,91.33
28560,28561,2013,4,5,0,1,92.0,97.0,107.0,117.0,5.0,93.0,1016.0,6.0,NW,49.61,0.4,4.5,2013-04-05,98.67
28561,28562,2013,4,5,1,1,92.0,99.0,98.0,113.0,5.0,93.0,1016.0,6.0,NW,51.4,0.4,4.9,2013-04-05,96.33
28562,28563,2013,4,5,2,1,92.0,90.0,98.0,108.0,6.0,100.0,1017.0,6.0,NW,54.53,0.3,5.2,2013-04-05,93.33
28563,28564,2013,4,5,3,1,111.0,89.0,98.0,110.0,5.0,93.0,1017.0,6.0,NW,56.32,0.3,5.5,2013-04-05,99.33
28564,28565,2013,4,5,4,1,111.0,91.0,108.0,121.0,5.0,93.0,1017.0,6.0,NW,59.45,0.7,6.2,2013-04-05,103.33
28565,28566,2013,4,5,5,1,111.0,104.0,108.0,122.0,5.0,93.0,1016.0,6.0,cv,0.89,0.0,0.0,2013-04-05,107.67
28566,28567,2013,4,5,6,1,117.0,99.0,106.0,116.0,5.0,100.0,1016.0,5.0,NW,1.79,0.0,0.0,2013-04-05,107.33
28567,28568,2013,4,5,7,1,107.0,97.0,95.0,106.0,5.0,93.0,1016.0,6.0,NW,3.58,0.0,0.0,2013-04-05,99.67
28568,28569,2013,4,5,8,1,108.0,106.0,107.0,107.0,6.0,93.0,1017.0,7.0,NW,6.71,0.0,0.0,2013-04-05,107.0
28569,28570,2013,4,5,9,1,104.0,106.0,107.0,111.0,7.0,87.0,1017.0,9.0,NW,8.5,0.0,0.0,2013-04-05,105.67
28570,28571,2013,4,5,10,1,104.0,99.0,89.0,122.0,7.0,76.0,1017.0,11.0,NW,13.42,0.0,0.0,2013-04-05,97.33
28571,28572,2013,4,5,11,1,45.0,26.0,33.0,88.0,4.0,50.0,1017.0,14.0,NW,21.47,0.0,0.0,2013-04-05,34.67
28572,28573,2013,4,5,12,1,45.0,9.0,33.0,24.0,-3.0,30.0,1017.0,14.0,NW,30.41,0.0,0.0,2013-04-05,29.0
28573,28574,2013,4,5,13,1,14.0,7.0,11.0,9.0,-5.0,26.0,1017.0,14.0,NW,39.35,0.0,0.0,2013-04-05,10.67
28574,28575,2013,4,5,14,1,14.0,12.0,11.0,12.0,-5.0,26.0,1017.0,14.0,NW,47.4,0.0,0.0,2013-04-05,12.33
28575,28576,2013,4,5,15,1,13.0,7.0,18.0,15.0,-7.0,24.0,1017.0,13.0,NW,57.23,0.0,0.0,2013-04-05,12.67
28576,28577,2013,4,5,16,1,13.0,14.0,18.0,11.0,-9.0,20.0,1017.0,13.0,NW,67.06,0.0,0.0,2013-04-05,15.0
28577,28578,2013,4,5,17,1,13.0,8.0,7.0,11.0,-6.0,27.0,1018.0,12.0,NW,76.0,0.0,0.0,2013-04-05,9.33
28578,28579,2013,4,5,18,1,4.0,6.0,3.0,9.0,-5.0,22.0,1019.0,9.0,NW,84.94,0.0,0.0,2013-04-05,4.33
28579,28580,2013,4,5,19,1,6.0,10.0,5.0,10.0,-10.0,24.0,1020.0,9.0,NW,93.88,0.0,0.0,2013-04-05,7.0
28580,28581,2013,4,5,20,1,6.0,9.0,5.0,9.0,-8.0,33.0,1022.0,7.0,NW,98.8,0.0,0.0,2013-04-05,6.67
28581,28582,2013,4,5,21,1,13.0,8.0,3.0,8.0,-10.0,32.0,1023.0,5.0,NW,104.61,0.0,0.0,2013-04-05,8.0
28582,28583,2013,4,5,22,1,7.0,8.0,3.0,9.0,-9.0,35.0,1023.0,4.0,NW,108.63,0.0,0.0,2013-04-05,6.0
28583,28584,2013,4,5,23,1,6.0,8.0,3.0,8.0,-9.0,40.0,1023.0,3.0,NW,111.76,0.0,0.0,2013-04-05,5.67
28584,28585,2013,4,6,0,1,3.0,5.0,3.0,7.0,-9.0,43.0,1023.0,2.0,NE,1.79,0.0,0.0,2013-04-06,3.67
28585,28586,2013,4,6,1,1,3.0,7.0,3.0,6.0,-9.0,40.0,1023.0,3.0,NW,1.79,0.0,0.0,2013-04-06,4.33
28586,28587,2013,4,6,2,1,3.0,6.0,8.0,6.0,-9.0,43.0,1022.0,2.0,NE,1.79,0.0,0.0,2013-04-06,5.67
28587,28588,2013,4,6,3,1,3.0,5.0,3.0,6.0,-8.0,44.0,1021.0,3.0,NW,4.02,0.0,0.0,2013-04-06,3.67
28588,28589,2013,4,6,4,1,3.0,8.0,3.0,5.0,-7.0,55.0,1021.0,1.0,NW,5.81,0.0,0.0,2013-04-06,4.67
28589,28590,2013,4,6,5,1,3.0,14.0,3.0,12.0,-4.0,80.0,1020.0,-1.0,NE,0.89,0.0,0.0,2013-04-06,6.67
28591,28592,2013,4,6,7,1,15.0,19.0,5.0,17.0,-3.0,64.0,1020.0,3.0,NW,3.58,0.0,0.0,2013-04-06,13.0
28592,28593,2013,4,6,8,1,14.0,11.0,6.0,11.0,-9.0,30.0,1020.0,7.0,NW,6.71,0.0,0.0,2013-04-06,10.33
28593,28594,2013,4,6,9,1,14.0,11.0,11.0,16.0,-11.0,21.0,1020.0,10.0,NW,13.86,0.0,0.0,2013-04-06,12.0
28594,28595,2013,4,6,10,1,13.0,15.0,5.0,13.0,-13.0,17.0,1020.0,11.0,NW,19.67,0.0,0.0,2013-04-06,11.0
28595,28596,2013,4,6,11,1,11.0,15.0,3.0,10.0,-12.0,17.0,1018.0,12.0,NW,27.72,0.0,0.0,2013-04-06,9.67
28596,28597,2013,4,6,12,1,9.0,14.0,3.0,12.0,-11.0,18.0,1017.0,12.0,NE,4.02,0.0,0.0,2013-04-06,8.67
28597,28598,2013,4,6,13,1,3.0,15.0,6.0,10.0,-12.0,16.0,1016.0,13.0,NE,8.94,0.0,0.0,2013-04-06,8.0
28598,28599,2013,4,6,14,1,6.0,10.0,15.0,15.0,-11.0,16.0,1015.0,14.0,SE,3.13,0.0,0.0,2013-04-06,10.33
28599,28600,2013,4,6,15,1,6.0,11.0,15.0,11.0,-12.0,15.0,1014.0,14.0,cv,1.79,0.0,0.0,2013-04-06,10.67
28600,28601,2013,4,6,16,1,5.0,9.0,10.0,13.0,-12.0,15.0,1013.0,14.0,SE,3.13,0.0,0.0,2013-04-06,8.0
28601,28602,2013,4,6,17,1,4.0,17.0,3.0,11.0,-13.0,15.0,1012.0,13.0,SE,6.26,0.0,0.0,2013-04-06,8.0
28602,28603,2013,4,6,18,1,20.0,26.0,6.0,14.0,-12.0,17.0,1011.0,12.0,SE,9.39,0.0,0.0,2013-04-06,17.33
28603,28604,2013,4,6,19,1,20.0,42.0,19.0,24.0,-10.0,24.0,1011.0,9.0,SE,12.52,0.0,0.0,2013-04-06,27.0
28604,28605,2013,4,6,20,1,35.0,41.0,50.0,33.0,-10.0,23.0,1012.0,10.0,SE,16.54,0.0,0.0,2013-04-06,42.0
28605,28606,2013,4,6,21,1,35.0,25.0,50.0,34.0,-9.0,28.0,1012.0,8.0,SE,19.67,0.0,0.0,2013-04-06,36.67
28606,28607,2013,4,6,22,1,28.0,25.0,37.0,32.0,-8.0,33.0,1012.0,7.0,SE,21.46,0.0,0.0,2013-04-06,30.0
28607,28608,2013,4,6,23,1,34.0,31.0,33.0,36.0,-7.0,36.0,1012.0,7.0,SE,23.25,0.0,0.0,2013-04-06,32.67
28608,28609,2013,4,7,0,1,47.0,46.0,44.0,43.0,-8.0,35.5,1012.0,6.0,SE,25.04,0.0,0.0,2013-04-07,45.67
28609,28610,2013,4,7,1,1,57.0,57.0,58.0,55.0,-8.0,35.0,1011.0,6.0,SE,28.17,0.0,0.0,2013-04-07,57.33
28610,28611,2013,4,7,2,1,60.0,62.0,54.0,57.0,-7.0,38.0,1010.0,6.0,SE,31.3,0.0,0.0,2013-04-07,58.67
28611,28612,2013,4,7,3,1,60.0,62.0,54.0,57.0,-3.0,60.0,1010.0,4.0,SE,34.43,0.0,0.0,2013-04-07,58.67
28612,28613,2013,4,7,4,1,59.0,62.0,61.0,59.0,-3.0,64.0,1010.0,3.0,SE,38.45,0.0,0.0,2013-04-07,60.67
28613,28614,2013,4,7,5,1,72.0,92.0,83.0,104.0,-3.0,64.0,1010.0,3.0,SE,41.58,0.0,0.0,2013-04-07,82.33
28614,28615,2013,4,7,6,1,90.0,84.0,88.0,90.0,-3.0,64.0,1010.0,3.0,SE,45.6,0.0,0.0,2013-04-07,87.33
28615,28616,2013,4,7,7,1,74.0,66.0,63.0,69.0,-3.0,60.0,1011.0,4.0,SE,49.62,0.0,0.0,2013-04-07,67.67
28616,28617,2013,4,7,8,1,67.0,66.0,64.0,67.0,-3.0,56.0,1011.0,5.0,SE,54.54,0.0,0.0,2013-04-07,65.67
28617,28618,2013,4,7,9,1,65.0,70.0,65.0,63.0,-2.0,52.0,1011.0,7.0,SE,58.56,0.0,0.0,2013-04-07,66.67
28618,28619,2013,4,7,10,1,73.0,78.0,66.0,71.0,-2.0,45.0,1010.0,9.0,SE,62.58,0.0,0.0,2013-04-07,72.33
28619,28620,2013,4,7,11,1,89.0,76.0,74.0,77.0,-1.0,43.0,1008.0,11.0,SE,66.6,0.0,0.0,2013-04-07,79.67
28620,28621,2013,4,7,12,1,97.0,88.0,63.0,80.0,-1.0,40.0,1007.0,12.0,SE,71.52,0.0,0.0,2013-04-07,82.67
28621,28622,2013,4,7,13,1,83.0,103.0,112.0,89.0,-2.0,35.0,1006.0,13.0,SE,75.54,0.0,0.0,2013-04-07,99.33
28622,28623,2013,4,7,14,1,117.0,117.0,120.0,106.0,-4.0,28.0,1005.0,14.0,SE,80.46,0.0,0.0,2013-04-07,118.0
28623,28624,2013,4,7,15,1,132.0,133.0,123.0,114.0,-1.0,33.0,1004.0,15.0,SE,86.27,0.0,0.0,2013-04-07,129.33
28624,28625,2013,4,7,16,1,110.0,116.0,114.0,126.0,-1.0,35.0,1003.0,14.0,SE,91.19,0.0,0.0,2013-04-07,113.33
28625,28626,2013,4,7,17,1,84.0,78.0,83.0,97.0,-1.0,40.0,1003.0,12.0,SE,96.11,0.0,0.0,2013-04-07,81.67
28626,28627,2013,4,7,18,1,85.0,86.0,86.0,83.0,-1.0,40.0,1003.0,12.0,SE,101.03,0.0,0.0,2013-04-07,85.67
28627,28628,2013,4,7,19,1,93.0,92.0,91.0,97.0,-2.0,40.0,1005.0,11.0,SE,104.16,0.0,0.0,2013-04-07,92.0
28628,28629,2013,4,7,20,1,89.0,89.0,92.0,90.0,-2.0,40.0,1006.0,11.0,SE,105.95,0.0,0.0,2013-04-07,90.0
28629,28630,2013,4,7,21,1,90.0,83.0,82.0,93.0,-2.0,37.0,1008.0,12.0,NW,1.79,0.1,0.1,2013-04-07,85.0
28630,28631,2013,4,7,22,1,90.0,83.0,82.0,78.0,4.0,70.0,1008.0,9.0,NW,4.92,0.0,0.0,2013-04-07,85.0
28631,28632,2013,4,7,23,1,52.0,53.0,53.0,54.0,3.0,66.0,1008.0,9.0,NE,3.13,0.0,0.0,2013-04-07,52.67
28632,28633,2013,4,8,0,1,39.0,57.0,55.0,59.0,2.0,65.0,1008.0,8.0,NW,1.79,0.0,0.0,2013-04-08,50.33
28633,28634,2013,4,8,1,1,51.0,52.0,40.0,44.0,2.0,70.0,1007.0,7.0,NE,3.13,0.0,0.0,2013-04-08,47.67
28634,28635,2013,4,8,2,1,20.0,27.0,27.0,22.0,1.0,53.0,1008.0,7.0,NE,8.05,0.0,0.0,2013-04-08,24.67
28635,28636,2013,4,8,3,1,25.0,20.0,27.0,27.0,1.0,61.0,1009.0,8.0,NW,5.81,0.0,0.0,2013-04-08,24.0
28636,28637,2013,4,8,4,1,39.0,32.0,44.0,33.0,-15.0,16.0,1010.0,9.0,NW,14.75,0.0,0.0,2013-04-08,38.33
28637,28638,2013,4,8,5,1,36.0,30.0,41.0,29.0,-21.0,10.0,1010.0,8.0,NW,24.58,0.0,0.0,2013-04-08,35.67
28638,28639,2013,4,8,6,1,27.0,21.0,25.0,13.0,-22.0,9.0,1011.0,8.0,NW,34.41,0.0,0.0,2013-04-08,24.33
28639,28640,2013,4,8,7,1,20.0,16.0,17.0,15.0,-20.0,12.0,1012.0,7.0,NW,45.59,0.0,0.0,2013-04-08,17.67
28640,28641,2013,4,8,8,1,20.0,15.0,16.0,17.0,-17.0,15.0,1012.0,8.0,NW,56.77,0.0,0.0,2013-04-08,17.0
28641,28642,2013,4,8,9,1,17.0,14.0,17.0,16.0,-17.0,14.0,1013.0,9.0,NW,68.84,0.0,0.0,2013-04-08,16.0
28642,28643,2013,4,8,10,1,14.0,16.0,14.0,14.0,-15.0,15.0,1013.0,10.0,NW,80.91,0.0,0.0,2013-04-08,14.67
28643,28644,2013,4,8,11,1,13.0,15.0,17.0,14.0,-15.0,14.0,1013.0,11.0,NW,92.98,0.0,0.0,2013-04-08,15.0
28644,28645,2013,4,8,12,1,13.0,12.0,16.0,12.0,-15.0,13.0,1012.0,12.0,NW,104.16,0.0,0.0,2013-04-08,13.67
28645,28646,2013,4,8,13,1,11.0,11.0,16.0,17.0,-16.0,12.0,1012.0,12.0,NW,115.34,0.0,0.0,2013-04-08,12.67
28646,28647,2013,4,8,14,1,18.0,13.0,43.0,13.0,-16.0,12.0,1012.0,12.0,NW,126.52,0.0,0.0,2013-04-08,24.67
28647,28648,2013,4,8,15,1,23.0,13.0,21.0,12.0,-16.0,11.0,1012.0,13.0,NW,136.35,0.0,0.0,2013-04-08,19.0
28649,28650,2013,4,8,17,1,23.0,12.0,23.0,12.0,-16.0,12.0,1013.0,12.0,NW,159.6,0.0,0.0,2013-04-08,19.33
28650,28651,2013,4,8,18,1,16.0,11.0,12.0,16.0,-16.0,13.0,1014.0,11.0,NW,168.54,0.0,0.0,2013-04-08,13.0
28651,28652,2013,4,8,19,1,21.0,14.0,16.0,10.0,-17.0,13.0,1014.0,10.0,NW,178.37,0.0,0.0,2013-04-08,17.0
28652,28653,2013,4,8,20,1,15.0,10.0,17.0,15.0,-16.0,15.0,1015.0,9.0,NW,187.31,0.0,0.0,2013-04-08,14.0
