,No,year,month,day,hour,season,PM_Taiyuanjie,PM_US Post,PM_Xiaoheyan,DEWP,HUMI,PRES,TEMP,cbwd,Iws,precipitation,Iprec,date,city_avg_cn
27375,27376,2013,2,14,15,4,15.0,,15.0,-17.0,41.35,1027.0,-6.0,SE,3.0,0.0,0.0,2013-02-14,15.0
27376,27377,2013,2,14,16,4,19.0,,19.0,-17.0,41.35,1027.0,-6.0,NE,4.0,0.0,0.0,2013-02-14,19.0
27377,27378,2013,2,14,17,4,27.0,,31.0,-17.0,44.65,1027.0,-7.0,NE,9.0,0.0,0.0,2013-02-14,29.0
27378,27379,2013,2,14,18,4,24.0,,56.0,-16.0,52.47,1028.0,-8.0,NE,12.0,0.0,0.0,2013-02-14,40.0
27379,27380,2013,2,14,19,4,39.0,,38.0,-18.0,44.33,1028.0,-8.0,NE,14.0,0.0,0.0,2013-02-14,38.5
27380,27381,2013,2,14,20,4,64.0,,104.0,-19.0,47.62,1028.0,-10.0,SE,1.0,0.0,0.0,2013-02-14,84.0
27381,27382,2013,2,14,21,4,50.0,,122.0,-18.0,56.16,1029.0,-11.0,cv,1.0,0.0,0.0,2013-02-14,86.0
27382,27383,2013,2,14,22,4,65.0,,161.0,-19.0,55.87,1028.0,-12.0,SE,2.0,0.0,0.0,2013-02-14,113.0
27383,27384,2013,2,14,23,4,71.0,,189.0,-19.0,60.58,1028.0,-13.0,SE,4.0,0.0,0.0,2013-02-14,130.0
27384,27385,2013,2,15,0,4,60.0,,133.0,-19.0,65.73,1028.0,-14.0,SE,6.0,0.0,0.0,2013-02-15,96.5
27385,27386,2013,2,15,1,4,58.0,,103.0,-21.0,65.23,1028.0,-16.0,cv,0.0,0.0,0.0,2013-02-15,80.5
27386,27387,2013,2,15,2,4,68.0,,105.0,-20.0,71.16,1028.0,-16.0,NW,1.0,0.0,0.0,2013-02-15,86.5
27387,27388,2013,2,15,3,4,128.0,,119.0,-19.0,77.57,1028.0,-16.0,SE,1.0,0.0,0.0,2013-02-15,123.5
27388,27389,2013,2,15,4,4,138.0,,125.0,-20.0,65.48,1028.0,-15.0,NE,3.0,0.0,0.0,2013-02-15,131.5
27389,27390,2013,2,15,5,4,144.0,,115.0,-21.0,65.23,1027.0,-16.0,NE,6.0,0.0,0.0,2013-02-15,129.5
27390,27391,2013,2,15,6,4,151.0,,134.0,-20.0,71.16,1027.0,-16.0,SE,2.0,0.0,0.0,2013-02-15,142.5
27391,27392,2013,2,15,7,4,113.0,,168.0,-22.0,64.97,1028.0,-17.0,cv,0.0,0.0,0.0,2013-02-15,140.5
27392,27393,2013,2,15,8,4,167.0,,235.0,-19.0,65.73,1029.0,-14.0,cv,1.0,0.0,0.0,2013-02-15,201.0
27393,27394,2013,2,15,9,4,208.0,,298.0,-18.0,56.16,1028.0,-11.0,SE,2.0,0.0,0.0,2013-02-15,253.0
27394,27395,2013,2,15,10,4,88.0,,201.0,-17.0,56.45,1029.0,-10.0,SW,2.0,0.0,0.0,2013-02-15,144.5
27395,27396,2013,2,15,11,4,29.0,,52.0,-17.0,48.25,1029.0,-8.0,SW,4.0,0.0,0.0,2013-02-15,40.5
27396,27397,2013,2,15,12,4,19.0,,12.0,-16.0,44.97,1028.0,-6.0,cv,1.0,0.0,0.0,2013-02-15,15.5
27397,27398,2013,2,15,13,4,22.0,,14.0,-18.0,37.99,1028.0,-6.0,SW,2.0,0.0,0.0,2013-02-15,18.0
27398,27399,2013,2,15,14,4,16.0,,11.0,-18.0,37.99,1027.0,-6.0,NW,2.0,0.0,0.0,2013-02-15,13.5
27399,27400,2013,2,15,15,4,12.0,,9.0,-19.0,32.32,1027.0,-5.0,NW,5.0,0.0,0.0,2013-02-15,10.5
27400,27401,2013,2,15,16,4,10.0,,8.0,-19.0,34.88,1027.0,-6.0,NW,8.0,0.0,0.0,2013-02-15,9.0
27401,27402,2013,2,15,17,4,20.0,,11.0,-19.0,34.88,1027.0,-6.0,NW,9.0,0.0,0.0,2013-02-15,15.5
27402,27403,2013,2,15,18,4,35.0,,46.0,-19.0,40.7,1027.0,-8.0,SE,2.0,0.0,0.0,2013-02-15,40.5
27403,27404,2013,2,15,19,4,45.0,,45.0,-19.0,47.62,1027.0,-10.0,NE,3.0,0.0,0.0,2013-02-15,45.0
27404,27405,2013,2,15,20,4,33.0,,53.0,-20.0,47.3,1027.0,-11.0,NE,4.0,0.0,0.0,2013-02-15,43.0
27405,27406,2013,2,15,21,4,54.0,,139.0,-19.0,51.56,1028.0,-11.0,SE,2.0,0.0,0.0,2013-02-15,96.5
27406,27407,2013,2,15,22,4,89.0,,138.0,-20.0,51.25,1028.0,-12.0,SE,4.0,0.0,0.0,2013-02-15,113.5
27407,27408,2013,2,15,23,4,118.0,,113.0,-19.0,60.58,1028.0,-13.0,SE,6.0,0.0,0.0,2013-02-15,115.5
27408,27409,2013,2,16,0,4,108.0,,111.0,-20.0,60.3,1028.0,-14.0,SE,8.0,0.0,0.0,2013-02-16,109.5
27409,27410,2013,2,16,1,4,112.0,,131.0,-19.0,65.73,1028.0,-14.0,SE,11.0,0.0,0.0,2013-02-16,121.5
27410,27411,2013,2,16,2,4,151.0,,159.0,-20.0,60.3,1028.0,-14.0,SE,15.0,0.0,0.0,2013-02-16,155.0
27411,27412,2013,2,16,3,4,210.0,,150.0,-20.0,60.3,1028.0,-14.0,SE,18.0,0.0,0.0,2013-02-16,180.0
27412,27413,2013,2,16,4,4,230.0,,161.0,-19.0,65.73,1027.0,-14.0,SE,21.0,0.0,0.0,2013-02-16,195.5
27413,27414,2013,2,16,5,4,196.0,,120.0,-19.0,65.73,1027.0,-14.0,SE,24.0,0.0,0.0,2013-02-16,158.0
27414,27415,2013,2,16,6,4,176.0,,156.0,-19.0,60.58,1026.0,-13.0,SE,30.0,0.0,0.0,2013-02-16,166.0
27415,27416,2013,2,16,7,4,181.0,,158.0,-20.0,55.57,1026.0,-13.0,SE,34.0,0.0,0.0,2013-02-16,169.5
27416,27417,2013,2,16,8,4,205.0,,226.0,-19.0,55.87,1026.0,-12.0,SE,38.0,0.0,0.0,2013-02-16,215.5
27417,27418,2013,2,16,9,4,246.0,,216.0,-17.0,56.45,1026.0,-10.0,SE,42.0,0.0,0.0,2013-02-16,231.0
27418,27419,2013,2,16,10,4,225.0,,235.0,-15.0,52.77,1025.0,-7.0,SE,45.0,0.0,0.0,2013-02-16,230.0
27419,27420,2013,2,16,11,4,160.0,,159.0,-16.0,35.86,1024.0,-3.0,SE,48.0,0.0,0.0,2013-02-16,159.5
27420,27421,2013,2,16,12,4,50.0,,37.0,-15.0,36.18,1023.0,-2.0,SW,5.0,0.0,0.0,2013-02-16,43.5
27421,27422,2013,2,16,13,4,49.0,,36.0,-14.0,36.5,1022.0,-1.0,SW,10.0,0.0,0.0,2013-02-16,42.5
27422,27423,2013,2,16,14,4,57.0,,40.0,-14.0,33.93,1022.0,0.0,SW,15.0,0.0,0.0,2013-02-16,48.5
27423,27424,2013,2,16,15,4,49.0,,35.0,-13.0,36.82,1021.0,0.0,SW,19.0,0.0,0.0,2013-02-16,42.0
27424,27425,2013,2,16,16,4,59.0,,39.0,-12.0,42.94,1021.0,-1.0,SW,24.0,0.0,0.0,2013-02-16,49.0
27425,27426,2013,2,16,17,4,62.0,,43.0,-11.0,46.53,1020.0,-1.0,SW,29.0,0.0,0.0,2013-02-16,52.5
27426,27427,2013,2,16,18,4,61.0,,50.0,-11.0,46.53,1020.0,-1.0,SW,32.0,0.0,0.0,2013-02-16,55.5
27427,27428,2013,2,16,19,4,64.0,,48.0,-11.0,50.08,1021.0,-2.0,SW,36.0,0.0,0.0,2013-02-16,56.0
27428,27429,2013,2,16,20,4,67.0,,54.0,-11.0,50.08,1021.0,-2.0,SW,40.0,0.0,0.0,2013-02-16,60.5
27429,27430,2013,2,16,21,4,71.0,,65.0,-9.0,58.68,1021.0,-2.0,SE,4.0,0.0,0.0,2013-02-16,68.0
27430,27431,2013,2,16,22,4,69.0,,65.0,-9.0,58.68,1020.0,-2.0,SE,8.0,0.0,0.0,2013-02-16,67.0
27431,27432,2013,2,16,23,4,63.0,,62.0,-8.0,63.45,1019.0,-2.0,SE,12.0,0.0,0.0,2013-02-16,62.5
27432,27433,2013,2,17,0,4,59.0,,53.0,-8.0,63.45,1019.0,-2.0,SE,16.0,0.0,0.0,2013-02-17,56.0
27433,27434,2013,2,17,1,4,51.0,,46.0,-7.0,63.69,1018.0,-1.0,SE,21.0,0.0,0.0,2013-02-17,48.5
27434,27435,2013,2,17,2,4,47.0,,42.0,-7.0,63.69,1018.0,-1.0,SE,26.0,0.0,0.0,2013-02-17,44.5
27435,27436,2013,2,17,3,4,44.0,,38.0,-6.0,68.78,1017.0,-1.0,SE,31.0,0.0,0.0,2013-02-17,41.0
27436,27437,2013,2,17,4,4,40.0,,37.0,-6.0,68.78,1016.0,-1.0,SE,36.0,0.0,0.0,2013-02-17,38.5
27437,27438,2013,2,17,5,4,38.0,,31.0,-6.0,68.78,1016.0,-1.0,SW,5.0,0.0,0.0,2013-02-17,34.5
27438,27439,2013,2,17,6,4,42.0,,33.0,-4.0,86.15,1015.0,-2.0,SE,5.0,0.1,0.1,2013-02-17,37.5
27439,27440,2013,2,17,7,4,45.0,,32.0,-4.0,80.04,1014.0,-1.0,SE,11.0,0.0,0.0,2013-02-17,38.5
27440,27441,2013,2,17,8,4,83.0,,52.0,-4.0,74.41,1013.0,0.0,SW,6.0,0.0,0.0,2013-02-17,67.5
27441,27442,2013,2,17,9,4,123.0,,62.0,-3.0,74.59,1014.0,1.0,SW,13.0,0.1,0.1,2013-02-17,92.5
27442,27443,2013,2,17,10,4,111.0,,62.0,-1.0,80.49,1014.0,2.0,SW,22.0,0.0,0.0,2013-02-17,86.5
27443,27444,2013,2,17,11,4,169.0,,102.0,-1.0,80.49,1015.0,2.0,SW,31.0,0.0,0.0,2013-02-17,135.5
27444,27445,2013,2,17,12,4,174.0,,127.0,-1.0,80.49,1015.0,2.0,SW,41.0,0.0,0.0,2013-02-17,150.5
27445,27446,2013,2,17,13,4,51.0,,49.0,-1.0,80.49,1014.0,2.0,SW,49.0,0.0,0.0,2013-02-17,50.0
27446,27447,2013,2,17,14,4,28.0,,26.0,-1.0,100.0,1015.0,-1.0,SW,53.0,0.0,0.0,2013-02-17,27.0
27447,27448,2013,2,17,15,4,28.0,,27.0,-6.0,63.94,1017.0,0.0,NW,9.0,0.0,0.0,2013-02-17,27.5
27448,27449,2013,2,17,16,4,22.0,,21.0,-9.0,50.68,1018.0,0.0,NW,16.0,0.0,0.0,2013-02-17,21.5
27449,27450,2013,2,17,17,4,18.0,,12.0,-10.0,50.38,1019.0,-1.0,NW,22.0,0.0,0.0,2013-02-17,15.0
27450,27451,2013,2,17,18,4,25.0,,14.0,-14.0,42.31,1021.0,-3.0,NW,29.0,0.0,0.0,2013-02-17,19.5
27451,27452,2013,2,17,19,4,24.0,,15.0,-14.0,45.6,1023.0,-4.0,NW,36.0,0.0,0.0,2013-02-17,19.5
27452,27453,2013,2,17,20,4,23.0,,16.0,-15.0,45.29,1023.0,-5.0,NW,42.0,0.0,0.0,2013-02-17,19.5
27453,27454,2013,2,17,21,4,17.0,,16.0,-16.0,44.97,1024.0,-6.0,NW,47.0,0.0,0.0,2013-02-17,16.5
27454,27455,2013,2,17,22,4,13.0,,14.0,-18.0,37.99,1025.0,-6.0,NW,52.0,0.0,0.0,2013-02-17,13.5
27455,27456,2013,2,17,23,4,13.0,,15.0,-18.0,41.03,1025.0,-7.0,NW,55.0,0.0,0.0,2013-02-17,14.0
27456,27457,2013,2,18,0,4,13.0,,14.0,-17.0,48.25,1025.0,-8.0,NE,3.0,0.0,0.0,2013-02-18,13.5
27457,27458,2013,2,18,1,4,11.0,,17.0,-18.0,44.33,1026.0,-8.0,NW,3.0,0.0,0.0,2013-02-18,14.0
27458,27459,2013,2,18,2,4,12.0,,21.0,-18.0,51.87,1026.0,-10.0,SE,2.0,0.0,0.0,2013-02-18,16.5
27459,27460,2013,2,18,3,4,16.0,,14.0,-19.0,55.87,1026.0,-12.0,NE,3.0,0.0,0.0,2013-02-18,15.0
27460,27461,2013,2,18,4,4,17.0,,18.0,-19.0,55.87,1026.0,-12.0,NE,7.0,0.0,0.0,2013-02-18,17.5
27461,27462,2013,2,18,5,4,23.0,,17.0,-19.0,55.87,1027.0,-12.0,SE,2.0,0.0,0.0,2013-02-18,20.0
27462,27463,2013,2,18,6,4,21.0,,28.0,-20.0,55.57,1027.0,-13.0,NW,2.0,0.0,0.0,2013-02-18,24.5
27463,27464,2013,2,18,7,4,30.0,,51.0,-20.0,51.25,1028.0,-12.0,NE,3.0,0.0,0.0,2013-02-18,40.5
27470,27471,2013,2,18,14,4,39.0,,45.0,-17.0,38.32,1025.0,-5.0,SW,3.0,0.0,0.0,2013-02-18,42.0
27471,27472,2013,2,18,15,4,30.0,,55.0,-17.0,41.35,1025.0,-6.0,SE,2.0,0.0,0.0,2013-02-18,42.5
27472,27473,2013,2,18,16,4,37.0,,60.0,-17.0,41.35,1025.0,-6.0,SE,4.0,0.0,0.0,2013-02-18,48.5
27473,27474,2013,2,18,17,4,58.0,,97.0,-17.0,41.35,1025.0,-6.0,SW,2.0,0.0,0.0,2013-02-18,77.5
27474,27475,2013,2,18,18,4,80.0,,134.0,-16.0,52.47,1026.0,-8.0,SE,2.0,0.0,0.0,2013-02-18,107.0
27475,27476,2013,2,18,19,4,109.0,,112.0,-17.0,52.17,1026.0,-9.0,SE,4.0,0.0,0.0,2013-02-18,110.5
27476,27477,2013,2,18,20,4,131.0,,84.0,-17.0,56.45,1026.0,-10.0,SE,6.0,0.0,0.0,2013-02-18,107.5
27477,27478,2013,2,18,21,4,77.0,,63.0,-18.0,60.85,1026.0,-12.0,SE,7.0,0.0,0.0,2013-02-18,70.0
27478,27479,2013,2,18,22,4,131.0,,56.0,-17.0,66.23,1026.0,-12.0,SE,9.0,0.0,0.0,2013-02-18,93.5
27479,27480,2013,2,18,23,4,57.0,,41.0,-17.0,61.12,1026.0,-11.0,SE,11.0,0.0,0.0,2013-02-18,49.0
27480,27481,2013,2,19,0,4,32.0,,10.0,-17.0,66.23,1027.0,-12.0,NW,3.0,0.0,0.0,2013-02-19,21.0
27481,27482,2013,2,19,1,4,18.0,,10.0,-18.0,44.33,1028.0,-8.0,NW,8.0,0.0,0.0,2013-02-19,14.0
27482,27483,2013,2,19,2,4,14.0,,8.0,-18.0,51.87,1028.0,-10.0,NW,14.0,0.0,0.0,2013-02-19,11.0
27483,27484,2013,2,19,3,4,16.0,,7.0,-21.0,43.36,1028.0,-11.0,NW,21.0,0.0,0.0,2013-02-19,11.5
27484,27485,2013,2,19,4,4,21.0,,6.0,-22.0,46.66,1029.0,-13.0,NW,25.0,0.0,0.0,2013-02-19,13.5
27485,27486,2013,2,19,5,4,13.0,,6.0,-23.0,42.7,1030.0,-13.0,NW,30.0,0.0,0.0,2013-02-19,9.5
27486,27487,2013,2,19,6,4,14.0,,8.0,-24.0,42.37,1030.0,-14.0,NW,34.0,0.0,0.0,2013-02-19,11.0
27487,27488,2013,2,19,7,4,19.0,,11.0,-24.0,46.01,1031.0,-15.0,SW,2.0,0.0,0.0,2013-02-19,15.0
27488,27489,2013,2,19,8,4,30.0,,20.0,-22.0,46.66,1031.0,-13.0,NW,3.0,0.0,0.0,2013-02-19,25.0
27489,27490,2013,2,19,9,4,21.0,,16.0,-22.0,43.03,1031.0,-12.0,NW,6.0,0.0,0.0,2013-02-19,18.5
27490,27491,2013,2,19,10,4,16.0,,15.0,-24.0,33.23,1031.0,-11.0,NW,9.0,0.0,0.0,2013-02-19,15.5
27491,27492,2013,2,19,11,4,15.0,,12.0,-22.0,36.68,1031.0,-10.0,NW,14.0,0.0,0.0,2013-02-19,13.5
27492,27493,2013,2,19,12,4,15.0,,10.0,-21.0,37.01,1030.0,-9.0,NW,19.0,0.0,0.0,2013-02-19,12.5
27493,27494,2013,2,19,13,4,16.0,,11.0,-22.0,33.9,1029.0,-9.0,SW,4.0,0.0,0.0,2013-02-19,13.5
27494,27495,2013,2,19,14,4,17.0,,15.0,-23.0,31.02,1029.0,-9.0,NW,3.0,0.0,0.0,2013-02-19,16.0
27495,27496,2013,2,19,15,4,16.0,,16.0,-23.0,28.69,1029.0,-8.0,NW,8.0,0.0,0.0,2013-02-19,16.0
27496,27497,2013,2,19,16,4,18.0,,19.0,-23.0,28.69,1028.0,-8.0,NW,12.0,0.0,0.0,2013-02-19,18.5
27497,27498,2013,2,19,17,4,35.0,,24.0,-23.0,31.02,1028.0,-9.0,NW,17.0,0.0,0.0,2013-02-19,29.5
27498,27499,2013,2,19,18,4,38.0,,25.0,-23.0,33.57,1029.0,-10.0,NW,20.0,0.0,0.0,2013-02-19,31.5
27499,27500,2013,2,19,19,4,37.0,,36.0,-23.0,36.34,1029.0,-11.0,NW,21.0,0.0,0.0,2013-02-19,36.5
27500,27501,2013,2,19,20,4,36.0,,47.0,-22.0,43.03,1029.0,-12.0,SE,2.0,0.0,0.0,2013-02-19,41.5
27503,27504,2013,2,19,23,4,65.0,,62.0,-22.0,54.98,1029.0,-15.0,SE,8.0,0.0,0.0,2013-02-19,63.5
27509,27510,2013,2,20,5,4,64.0,,107.0,-21.0,70.94,1029.0,-17.0,NE,2.0,0.0,0.0,2013-02-20,85.5
27517,27518,2013,2,20,13,4,65.0,,87.0,-18.0,44.33,1029.0,-8.0,NE,11.0,0.0,0.0,2013-02-20,76.0
27518,27519,2013,2,20,14,4,41.0,,46.0,-17.0,41.35,1028.0,-6.0,cv,1.0,0.0,0.0,2013-02-20,43.5
27519,27520,2013,2,20,15,4,32.0,,24.0,-17.0,44.65,1028.0,-7.0,NE,2.0,0.0,0.0,2013-02-20,28.0
27520,27521,2013,2,20,16,4,28.0,,21.0,-17.0,44.65,1028.0,-7.0,NE,4.0,0.0,0.0,2013-02-20,24.5
27521,27522,2013,2,20,17,4,49.0,,27.0,-18.0,41.03,1029.0,-7.0,cv,1.0,0.0,0.0,2013-02-20,38.0
27522,27523,2013,2,20,18,4,59.0,,47.0,-18.0,44.33,1029.0,-8.0,SE,2.0,0.0,0.0,2013-02-20,53.0
27523,27524,2013,2,20,19,4,101.0,,57.0,-17.0,52.17,1029.0,-9.0,SE,4.0,0.0,0.0,2013-02-20,79.0
27524,27525,2013,2,20,20,4,95.0,,65.0,-17.0,61.12,1030.0,-11.0,SE,6.0,0.0,0.0,2013-02-20,80.0
27525,27526,2013,2,20,21,4,106.0,,71.0,-18.0,60.85,1030.0,-12.0,SE,8.0,0.0,0.0,2013-02-20,88.5
27526,27527,2013,2,20,22,4,134.0,,83.0,-18.0,71.6,1030.0,-14.0,SE,10.0,0.0,0.0,2013-02-20,108.5
27528,27529,2013,2,21,0,4,151.0,,177.0,-19.0,77.57,1030.0,-16.0,SE,14.0,0.0,0.0,2013-02-21,164.0
27529,27530,2013,2,21,1,4,189.0,,153.0,-20.0,77.39,1031.0,-17.0,SE,15.0,0.0,0.0,2013-02-21,171.0
27531,27532,2013,2,21,3,4,196.0,,109.0,-20.0,77.39,1030.0,-17.0,SE,18.0,0.0,0.0,2013-02-21,152.5
27532,27533,2013,2,21,4,4,152.0,,111.0,-20.0,77.39,1030.0,-17.0,SE,19.0,0.0,0.0,2013-02-21,131.5
27533,27534,2013,2,21,5,4,139.0,,125.0,-20.0,77.39,1030.0,-17.0,SE,20.0,0.0,0.0,2013-02-21,132.0
27534,27535,2013,2,21,6,4,153.0,,174.0,-19.0,77.57,1030.0,-16.0,SE,22.0,0.0,0.0,2013-02-21,163.5
27537,27538,2013,2,21,9,4,170.0,,251.0,-15.0,66.71,1030.0,-10.0,SE,29.0,0.0,0.0,2013-02-21,210.5
27538,27539,2013,2,21,10,4,189.0,,140.0,-14.0,57.3,1030.0,-7.0,SW,3.0,0.0,0.0,2013-02-21,164.5
27539,27540,2013,2,21,11,4,116.0,,85.0,-13.0,53.36,1029.0,-5.0,SW,8.0,0.0,0.0,2013-02-21,100.5
27540,27541,2013,2,21,12,4,72.0,,66.0,-13.0,45.91,1028.0,-3.0,SW,13.0,0.0,0.0,2013-02-21,69.0
27541,27542,2013,2,21,13,4,68.0,,47.0,-14.0,39.28,1026.0,-2.0,SW,17.0,0.0,0.0,2013-02-21,57.5
27542,27543,2013,2,21,14,4,73.0,,52.0,-14.0,36.5,1025.0,-1.0,SW,22.0,0.0,0.0,2013-02-21,62.5
27543,27544,2013,2,21,15,4,53.0,,39.0,-12.0,42.94,1024.0,-1.0,SW,28.0,0.0,0.0,2013-02-21,46.0
27544,27545,2013,2,21,16,4,43.0,,36.0,-11.0,46.53,1023.0,-1.0,SW,33.0,0.0,0.0,2013-02-21,39.5
27545,27546,2013,2,21,17,4,65.0,,41.0,-11.0,50.08,1023.0,-2.0,SW,37.0,0.0,0.0,2013-02-21,53.0
27546,27547,2013,2,21,18,4,82.0,,63.0,-10.0,58.41,1023.0,-3.0,SW,39.0,0.0,0.0,2013-02-21,72.5
27547,27548,2013,2,21,19,4,105.0,,70.0,-10.0,62.95,1023.0,-4.0,SE,2.0,0.0,0.0,2013-02-21,87.5
27548,27549,2013,2,21,20,4,124.0,,85.0,-9.0,68.11,1022.0,-4.0,SW,2.0,0.0,0.0,2013-02-21,104.5
27549,27550,2013,2,21,21,4,147.0,,100.0,-10.0,62.95,1023.0,-4.0,SW,3.0,0.0,0.0,2013-02-21,123.5
27550,27551,2013,2,21,22,4,159.0,,103.0,-9.0,68.11,1023.0,-4.0,SW,4.0,0.0,0.0,2013-02-21,131.0
27551,27552,2013,2,21,23,4,175.0,,123.0,-10.0,67.88,1023.0,-5.0,SW,8.0,0.0,0.0,2013-02-21,149.0
27552,27553,2013,2,22,0,4,76.0,,52.0,-7.0,79.58,1023.0,-4.0,SW,13.0,0.0,0.0,2013-02-22,64.0
27553,27554,2013,2,22,1,4,22.0,,17.0,-13.0,57.58,1024.0,-6.0,NW,5.0,0.0,0.0,2013-02-22,19.5
27554,27555,2013,2,22,2,4,11.0,,14.0,-14.0,57.3,1024.0,-7.0,NW,11.0,0.0,0.0,2013-02-22,12.5
27555,27556,2013,2,22,3,4,8.0,,8.0,-16.0,52.47,1025.0,-8.0,NW,14.0,0.0,0.0,2013-02-22,8.0
27556,27557,2013,2,22,4,4,6.0,,6.0,-17.0,52.17,1025.0,-9.0,NW,17.0,0.0,0.0,2013-02-22,6.0
27557,27558,2013,2,22,5,4,12.0,,6.0,-17.0,61.12,1026.0,-11.0,NW,18.0,0.0,0.0,2013-02-22,9.0
27558,27559,2013,2,22,6,4,14.0,,11.0,-18.0,65.98,1026.0,-13.0,SE,2.0,0.0,0.0,2013-02-22,12.5
27559,27560,2013,2,22,7,4,27.0,,19.0,-17.0,71.81,1027.0,-13.0,SW,1.0,0.0,0.0,2013-02-22,23.0
27560,27561,2013,2,22,8,4,26.0,,28.0,-14.0,66.95,1028.0,-9.0,SW,2.0,0.0,0.0,2013-02-22,27.0
27561,27562,2013,2,22,9,4,29.0,,24.0,-14.0,57.3,1028.0,-7.0,SW,5.0,0.0,0.0,2013-02-22,26.5
27562,27563,2013,2,22,10,4,30.0,,28.0,-15.0,45.29,1028.0,-5.0,SW,8.0,0.0,0.0,2013-02-22,29.0
27563,27564,2013,2,22,11,4,24.0,,20.0,-14.0,45.6,1029.0,-4.0,NW,5.0,0.0,0.0,2013-02-22,22.0
27564,27565,2013,2,22,12,4,19.0,,9.0,-14.0,42.31,1029.0,-3.0,NW,9.0,0.0,0.0,2013-02-22,14.0
27565,27566,2013,2,22,13,4,16.0,,10.0,-14.0,42.31,1028.0,-3.0,NW,15.0,0.0,0.0,2013-02-22,13.0
27566,27567,2013,2,22,14,4,15.0,,11.0,-14.0,42.31,1028.0,-3.0,NW,22.0,0.0,0.0,2013-02-22,13.0
27567,27568,2013,2,22,15,4,16.0,,14.0,-16.0,35.86,1028.0,-3.0,NW,28.0,0.0,0.0,2013-02-22,15.0
27568,27569,2013,2,22,16,4,25.0,,15.0,-16.0,35.86,1028.0,-3.0,NW,34.0,0.0,0.0,2013-02-22,20.0
27569,27570,2013,2,22,17,4,53.0,,18.0,-17.0,35.53,1028.0,-4.0,NW,39.0,0.0,0.0,2013-02-22,35.5
27570,27571,2013,2,22,18,4,64.0,,23.0,-17.0,41.35,1029.0,-6.0,SW,2.0,0.0,0.0,2013-02-22,43.5
27571,27572,2013,2,22,19,4,68.0,,29.0,-17.0,44.65,1029.0,-7.0,SW,3.0,0.0,0.0,2013-02-22,48.5
27572,27573,2013,2,22,20,4,43.0,,35.0,-16.0,56.74,1029.0,-9.0,SW,5.0,0.0,0.0,2013-02-22,39.0
27573,27574,2013,2,22,21,4,59.0,,71.0,-16.0,56.74,1028.0,-9.0,SE,2.0,0.0,0.0,2013-02-22,65.0
27574,27575,2013,2,22,22,4,70.0,,87.0,-17.0,56.45,1028.0,-10.0,SE,4.0,0.0,0.0,2013-02-22,78.5
27575,27576,2013,2,22,23,4,80.0,,76.0,-17.0,61.12,1028.0,-11.0,SE,6.0,0.0,0.0,2013-02-22,78.0
27576,27577,2013,2,23,0,4,85.0,,69.0,-17.0,61.12,1027.0,-11.0,SE,8.0,0.0,0.0,2013-02-23,77.0
27577,27578,2013,2,23,1,4,83.0,,84.0,-17.0,61.12,1027.0,-11.0,SE,11.0,0.0,0.0,2013-02-23,83.5
27578,27579,2013,2,23,2,4,88.0,,71.0,-17.0,61.12,1027.0,-11.0,SW,2.0,0.0,0.0,2013-02-23,79.5
27579,27580,2013,2,23,3,4,79.0,,57.0,-17.0,61.12,1026.0,-11.0,SW,4.0,0.0,0.0,2013-02-23,68.0
27580,27581,2013,2,23,4,4,61.0,,50.0,-18.0,56.16,1026.0,-11.0,SE,2.0,0.0,0.0,2013-02-23,55.5
27581,27582,2013,2,23,5,4,55.0,,44.0,-17.0,56.45,1025.0,-10.0,SE,4.0,0.0,0.0,2013-02-23,49.5
27583,27584,2013,2,23,7,4,104.0,,72.0,-14.0,61.92,1025.0,-8.0,SW,8.0,0.0,0.0,2013-02-23,88.0
27586,27587,2013,2,23,10,4,51.0,,52.0,-7.0,68.56,1027.0,-2.0,SW,20.0,0.0,0.0,2013-02-23,51.5
27587,27588,2013,2,23,11,4,41.0,,39.0,-12.0,39.92,1027.0,0.0,NW,5.0,0.0,0.0,2013-02-23,40.0
27588,27589,2013,2,23,12,4,36.0,,30.0,-12.0,39.92,1027.0,0.0,NW,9.0,0.0,0.0,2013-02-23,33.0
27589,27590,2013,2,23,13,4,24.0,,24.0,-14.0,31.56,1027.0,1.0,NW,13.0,0.0,0.0,2013-02-23,24.0
27590,27591,2013,2,23,14,4,10.0,,8.0,-14.0,31.56,1026.0,1.0,NW,17.0,0.0,0.0,2013-02-23,9.0
27591,27592,2013,2,23,15,4,12.0,,8.0,-15.0,29.06,1027.0,1.0,NW,23.0,0.0,0.0,2013-02-23,10.0
27592,27593,2013,2,23,16,4,16.0,,11.0,-14.0,31.56,1027.0,1.0,NW,28.0,0.0,0.0,2013-02-23,13.5
27593,27594,2013,2,23,17,4,25.0,,21.0,-15.0,31.25,1027.0,0.0,NW,33.0,0.0,0.0,2013-02-23,23.0
27594,27595,2013,2,23,18,4,32.0,,32.0,-14.0,36.5,1028.0,-1.0,NW,37.0,0.0,0.0,2013-02-23,32.0
27595,27596,2013,2,23,19,4,51.0,,46.0,-10.0,58.41,1029.0,-3.0,NE,4.0,0.0,0.0,2013-02-23,48.5
27596,27597,2013,2,23,20,4,41.0,,48.0,-13.0,45.91,1029.0,-3.0,NE,7.0,0.0,0.0,2013-02-23,44.5
27597,27598,2013,2,23,21,4,36.0,,52.0,-12.0,57.86,1029.0,-5.0,SE,2.0,0.0,0.0,2013-02-23,44.0
